N,P,K,resistivitas,suhu,kelembapan,kesehatan_day,urea_bulk,TSP_bulk,KCL_bulk,urea_mat,TSP_mat,KCL_mat
273,33,269,48,32,57,0,0,21.73913043,0,0,17.39130435,0
232,20,293,57,30,43,1,0,50,0,0,45.65217391,0
201,25,258,25,29,55,1,0,39.13043478,0,0,34.7826087,0
126,33,116,33,32,47,0,0,21.73913043,130,0,17.39130435,110
112,17,228,27,33,59,0,30.43478261,56.52173913,0,13.04347826,52.17391304,0
107,11,217,61,26,53,0,41.30434783,69.56521739,0,23.91304348,65.2173913,0
232,14,230,100,32,54,1,0,63.04347826,0,0,58.69565217,0
124,33,230,84,25,40,0,4.347826087,21.73913043,0,0,17.39130435,0
142,16,230,66,32,62,0,0,58.69565217,0,0,54.34782609,0
158,26,243,13,34,40,1,0,36.95652174,0,0,32.60869565,0
171,34,284,50,31,62,0,0,19.56521739,0,0,15.2173913,0
219,14,251,85,27,46,1,0,63.04347826,0,0,58.69565217,0
212,18,135,92,25,65,0,0,54.34782609,98.33333333,0,50,78.33333333
114,28,189,27,29,63,0,26.08695652,32.60869565,8.333333333,8.695652174,28.26086957,0
203,21,119,43,34,67,0,0,47.82608696,125,0,43.47826087,105
264,35,273,15,25,58,1,0,17.39130435,0,0,13.04347826,0
149,22,222,82,33,48,0,0,45.65217391,0,0,41.30434783,0
170,28,167,75,29,69,0,0,32.60869565,45,0,28.26086957,25
296,19,149,81,33,41,1,0,52.17391304,75,0,47.82608696,55
238,12,138,77,26,49,1,0,67.39130435,93.33333333,0,63.04347826,73.33333333
176,26,257,23,34,45,0,0,36.95652174,0,0,32.60869565,0
142,7,280,3,30,59,0,0,78.26086957,0,0,73.91304348,0
176,22,120,4,27,48,0,0,45.65217391,123.3333333,0,41.30434783,103.3333333
117,32,111,1,31,54,0,19.56521739,23.91304348,138.3333333,2.173913043,19.56521739,118.3333333
142,23,216,74,29,44,0,0,43.47826087,0,0,39.13043478,0
288,23,251,40,32,42,1,0,43.47826087,0,0,39.13043478,0
140,11,252,70,30,41,1,0,69.56521739,0,0,65.2173913,0
142,25,138,11,33,46,1,0,39.13043478,93.33333333,0,34.7826087,73.33333333
273,27,178,68,33,44,0,0,34.7826087,26.66666667,0,30.43478261,6.666666667
123,34,278,34,28,53,1,6.52173913,19.56521739,0,0,15.2173913,0
110,25,277,53,29,44,1,34.7826087,39.13043478,0,17.39130435,34.7826087,0
147,8,113,40,33,59,1,0,76.08695652,135,0,71.73913043,115
234,33,133,29,25,51,1,0,21.73913043,101.6666667,0,17.39130435,81.66666667
270,34,152,71,27,66,0,0,19.56521739,70,0,15.2173913,50
184,13,163,53,34,47,1,0,65.2173913,51.66666667,0,60.86956522,31.66666667
179,10,291,92,32,50,1,0,71.73913043,0,0,67.39130435,0
178,34,113,91,25,55,0,0,19.56521739,135,0,15.2173913,115
184,23,231,73,29,49,0,0,43.47826087,0,0,39.13043478,0
224,26,162,56,34,65,1,0,36.95652174,53.33333333,0,32.60869565,33.33333333
257,18,276,67,31,50,1,0,54.34782609,0,0,50,0
263,34,108,83,28,68,1,0,19.56521739,143.3333333,0,15.2173913,123.3333333
201,27,134,61,25,50,0,0,34.7826087,100,0,30.43478261,80
167,34,239,64,26,47,1,0,19.56521739,0,0,15.2173913,0
284,11,205,32,32,60,1,0,69.56521739,0,0,65.2173913,0
191,17,272,80,28,63,0,0,56.52173913,0,0,52.17391304,0
259,19,150,62,32,68,0,0,52.17391304,73.33333333,0,47.82608696,53.33333333
204,35,196,65,34,46,1,0,17.39130435,0,0,13.04347826,0
106,21,297,35,27,42,1,43.47826087,47.82608696,0,26.08695652,43.47826087,0
101,12,111,16,27,50,1,54.34782609,67.39130435,138.3333333,36.95652174,63.04347826,118.3333333
204,12,249,79,34,45,0,0,67.39130435,0,0,63.04347826,0
149,12,180,56,30,61,1,0,67.39130435,23.33333333,0,63.04347826,3.333333333
203,29,114,47,28,59,1,0,30.43478261,133.3333333,0,26.08695652,113.3333333
207,10,270,12,29,57,1,0,71.73913043,0,0,67.39130435,0
163,13,230,45,33,61,0,0,65.2173913,0,0,60.86956522,0
153,24,209,37,30,52,1,0,41.30434783,0,0,36.95652174,0
133,18,295,56,28,70,1,0,54.34782609,0,0,50,0
120,9,239,47,26,45,1,13.04347826,73.91304348,0,0,69.56521739,0
235,20,283,38,30,56,1,0,50,0,0,45.65217391,0
198,21,199,11,29,48,1,0,47.82608696,0,0,43.47826087,0
235,15,193,91,30,61,0,0,60.86956522,1.666666667,0,56.52173913,0
105,15,250,76,32,58,0,45.65217391,60.86956522,0,28.26086957,56.52173913,0
158,10,256,51,32,65,1,0,71.73913043,0,0,67.39130435,0
129,32,271,78,33,64,1,0,23.91304348,0,0,19.56521739,0
280,9,204,51,30,66,1,0,73.91304348,0,0,69.56521739,0
130,11,251,71,32,42,1,0,69.56521739,0,0,65.2173913,0
135,26,277,7,27,67,1,0,36.95652174,0,0,32.60869565,0
103,30,294,67,30,53,0,50,28.26086957,0,32.60869565,23.91304348,0
183,35,204,59,29,66,1,0,17.39130435,0,0,13.04347826,0
298,14,277,20,27,57,1,0,63.04347826,0,0,58.69565217,0
100,9,138,43,33,43,0,56.52173913,73.91304348,93.33333333,39.13043478,69.56521739,73.33333333
112,8,168,30,33,69,1,30.43478261,76.08695652,43.33333333,13.04347826,71.73913043,23.33333333
104,7,122,47,27,43,0,47.82608696,78.26086957,120,30.43478261,73.91304348,100
210,13,160,88,25,48,1,0,65.2173913,56.66666667,0,60.86956522,36.66666667
236,30,266,22,32,55,0,0,28.26086957,0,0,23.91304348,0
215,27,130,94,30,61,0,0,34.7826087,106.6666667,0,30.43478261,86.66666667
143,21,296,7,34,69,0,0,47.82608696,0,0,43.47826087,0
199,29,132,73,25,57,0,0,30.43478261,103.3333333,0,26.08695652,83.33333333
212,13,227,31,30,59,0,0,65.2173913,0,0,60.86956522,0
106,14,293,5,30,53,0,43.47826087,63.04347826,0,26.08695652,58.69565217,0
289,27,263,10,28,66,0,0,34.7826087,0,0,30.43478261,0
202,10,100,53,34,52,0,0,71.73913043,156.6666667,0,67.39130435,136.6666667
197,12,186,1,30,67,1,0,67.39130435,13.33333333,0,63.04347826,0
296,34,114,77,26,69,0,0,19.56521739,133.3333333,0,15.2173913,113.3333333
167,14,244,52,29,51,0,0,63.04347826,0,0,58.69565217,0
187,20,201,15,30,53,1,0,50,0,0,45.65217391,0
267,25,250,56,29,58,0,0,39.13043478,0,0,34.7826087,0
245,29,102,43,26,44,1,0,30.43478261,153.3333333,0,26.08695652,133.3333333
100,23,104,24,30,45,1,56.52173913,43.47826087,150,39.13043478,39.13043478,130
149,29,233,64,31,50,0,0,30.43478261,0,0,26.08695652,0
128,28,253,74,29,42,1,0,32.60869565,0,0,28.26086957,0
276,34,146,74,32,57,1,0,19.56521739,80,0,15.2173913,60
178,15,109,54,32,41,1,0,60.86956522,141.6666667,0,56.52173913,121.6666667
144,23,159,74,32,56,1,0,43.47826087,58.33333333,0,39.13043478,38.33333333
275,35,258,68,34,50,1,0,17.39130435,0,0,13.04347826,0
250,31,105,9,25,55,1,0,26.08695652,148.3333333,0,21.73913043,128.3333333
173,10,253,74,33,62,0,0,71.73913043,0,0,67.39130435,0
205,12,214,9,27,50,1,0,67.39130435,0,0,63.04347826,0
114,26,197,32,34,67,0,26.08695652,36.95652174,0,8.695652174,32.60869565,0
104,23,259,52,29,41,0,47.82608696,43.47826087,0,30.43478261,39.13043478,0
160,26,180,4,32,65,1,0,36.95652174,23.33333333,0,32.60869565,3.333333333
133,28,201,28,34,54,0,0,32.60869565,0,0,28.26086957,0
179,21,257,52,31,60,0,0,47.82608696,0,0,43.47826087,0
271,17,280,66,28,68,1,0,56.52173913,0,0,52.17391304,0
171,20,258,52,25,54,1,0,50,0,0,45.65217391,0
180,12,253,67,31,61,1,0,67.39130435,0,0,63.04347826,0
287,18,265,97,34,57,1,0,54.34782609,0,0,50,0
130,13,222,72,27,58,0,0,65.2173913,0,0,60.86956522,0
264,26,274,36,26,56,1,0,36.95652174,0,0,32.60869565,0
117,10,277,87,28,66,1,19.56521739,71.73913043,0,2.173913043,67.39130435,0
250,13,210,87,31,53,0,0,65.2173913,0,0,60.86956522,0
125,23,276,25,29,52,0,2.173913043,43.47826087,0,0,39.13043478,0
281,9,226,99,26,55,0,0,73.91304348,0,0,69.56521739,0
297,30,178,71,28,48,0,0,28.26086957,26.66666667,0,23.91304348,6.666666667
267,24,110,80,28,44,1,0,41.30434783,140,0,36.95652174,120
163,23,284,75,33,58,0,0,43.47826087,0,0,39.13043478,0
274,8,122,62,32,69,1,0,76.08695652,120,0,71.73913043,100
282,24,299,22,26,59,1,0,41.30434783,0,0,36.95652174,0
129,23,252,74,30,52,0,0,43.47826087,0,0,39.13043478,0
232,34,289,24,27,68,1,0,19.56521739,0,0,15.2173913,0
195,34,240,3,30,60,0,0,19.56521739,0,0,15.2173913,0
270,7,134,54,29,56,0,0,78.26086957,100,0,73.91304348,80
165,35,121,65,30,57,1,0,17.39130435,121.6666667,0,13.04347826,101.6666667
114,26,186,83,25,53,1,26.08695652,36.95652174,13.33333333,8.695652174,32.60869565,0
246,30,260,80,28,54,0,0,28.26086957,0,0,23.91304348,0
202,12,241,37,31,60,0,0,67.39130435,0,0,63.04347826,0
213,35,205,17,25,57,1,0,17.39130435,0,0,13.04347826,0
248,18,144,71,33,69,0,0,54.34782609,83.33333333,0,50,63.33333333
241,14,247,25,27,60,1,0,63.04347826,0,0,58.69565217,0
274,17,191,62,27,70,0,0,56.52173913,5,0,52.17391304,0
293,17,138,34,28,67,1,0,56.52173913,93.33333333,0,52.17391304,73.33333333
103,34,225,14,27,49,1,50,19.56521739,0,32.60869565,15.2173913,0
163,11,189,10,26,65,0,0,69.56521739,8.333333333,0,65.2173913,0
113,23,130,100,25,48,0,28.26086957,43.47826087,106.6666667,10.86956522,39.13043478,86.66666667
271,27,256,9,34,69,0,0,34.7826087,0,0,30.43478261,0
235,8,217,23,27,65,0,0,76.08695652,0,0,71.73913043,0
297,33,216,39,28,56,0,0,21.73913043,0,0,17.39130435,0
285,27,289,67,28,59,1,0,34.7826087,0,0,30.43478261,0
126,35,106,1,32,46,1,0,17.39130435,146.6666667,0,13.04347826,126.6666667
282,17,241,65,33,43,0,0,56.52173913,0,0,52.17391304,0
227,25,118,39,33,58,1,0,39.13043478,126.6666667,0,34.7826087,106.6666667
152,14,118,82,27,64,1,0,63.04347826,126.6666667,0,58.69565217,106.6666667
187,8,286,79,33,58,0,0,76.08695652,0,0,71.73913043,0
193,17,259,16,33,45,1,0,56.52173913,0,0,52.17391304,0
291,7,122,32,32,48,0,0,78.26086957,120,0,73.91304348,100
110,23,160,36,31,44,0,34.7826087,43.47826087,56.66666667,17.39130435,39.13043478,36.66666667
278,10,244,18,26,54,1,0,71.73913043,0,0,67.39130435,0
142,19,249,89,30,43,0,0,52.17391304,0,0,47.82608696,0
165,28,202,8,32,42,0,0,32.60869565,0,0,28.26086957,0
242,8,194,27,34,45,0,0,76.08695652,0,0,71.73913043,0
287,28,112,9,31,53,0,0,32.60869565,136.6666667,0,28.26086957,116.6666667
102,24,274,84,31,58,0,52.17391304,41.30434783,0,34.7826087,36.95652174,0
113,31,271,8,25,45,0,28.26086957,26.08695652,0,10.86956522,21.73913043,0
112,10,118,28,32,70,0,30.43478261,71.73913043,126.6666667,13.04347826,67.39130435,106.6666667
133,13,221,79,27,44,0,0,65.2173913,0,0,60.86956522,0
169,16,254,70,34,55,0,0,58.69565217,0,0,54.34782609,0
277,27,238,42,26,64,1,0,34.7826087,0,0,30.43478261,0
127,16,114,24,25,53,1,0,58.69565217,133.3333333,0,54.34782609,113.3333333
228,28,203,47,34,59,0,0,32.60869565,0,0,28.26086957,0
257,8,109,17,28,44,1,0,76.08695652,141.6666667,0,71.73913043,121.6666667
126,30,138,69,28,44,0,0,28.26086957,93.33333333,0,23.91304348,73.33333333
149,8,255,50,32,51,1,0,76.08695652,0,0,71.73913043,0
279,19,143,36,34,42,1,0,52.17391304,85,0,47.82608696,65
131,31,243,61,33,60,1,0,26.08695652,0,0,21.73913043,0
107,30,134,41,25,63,1,41.30434783,28.26086957,100,23.91304348,23.91304348,80
110,20,219,66,33,44,1,34.7826087,50,0,17.39130435,45.65217391,0
106,18,258,48,32,41,1,43.47826087,54.34782609,0,26.08695652,50,0
233,26,265,28,29,47,1,0,36.95652174,0,0,32.60869565,0
190,23,281,67,28,68,0,0,43.47826087,0,0,39.13043478,0
194,22,231,54,27,62,1,0,45.65217391,0,0,41.30434783,0
256,8,297,47,25,61,1,0,76.08695652,0,0,71.73913043,0
121,8,277,53,29,41,1,10.86956522,76.08695652,0,0,71.73913043,0
299,9,124,32,33,51,1,0,73.91304348,116.6666667,0,69.56521739,96.66666667
122,19,105,27,25,56,0,8.695652174,52.17391304,148.3333333,0,47.82608696,128.3333333
291,28,221,50,27,49,0,0,32.60869565,0,0,28.26086957,0
239,7,215,22,31,52,1,0,78.26086957,0,0,73.91304348,0
228,8,270,17,30,48,0,0,76.08695652,0,0,71.73913043,0
182,26,212,59,32,42,0,0,36.95652174,0,0,32.60869565,0
105,14,242,30,33,57,1,45.65217391,63.04347826,0,28.26086957,58.69565217,0
282,14,103,21,34,58,0,0,63.04347826,151.6666667,0,58.69565217,131.6666667
137,10,253,24,27,47,0,0,71.73913043,0,0,67.39130435,0
210,34,115,15,25,70,0,0,19.56521739,131.6666667,0,15.2173913,111.6666667
138,32,224,33,31,57,0,0,23.91304348,0,0,19.56521739,0
278,19,147,27,25,64,0,0,52.17391304,78.33333333,0,47.82608696,58.33333333
177,21,300,9,33,42,0,0,47.82608696,0,0,43.47826087,0
169,29,277,66,27,68,0,0,30.43478261,0,0,26.08695652,0
236,8,294,100,25,59,1,0,76.08695652,0,0,71.73913043,0
281,30,142,34,34,55,0,0,28.26086957,86.66666667,0,23.91304348,66.66666667
212,24,175,24,33,61,0,0,41.30434783,31.66666667,0,36.95652174,11.66666667
217,26,215,88,34,63,0,0,36.95652174,0,0,32.60869565,0
231,29,255,69,25,64,0,0,30.43478261,0,0,26.08695652,0
217,29,297,81,26,44,1,0,30.43478261,0,0,26.08695652,0
163,25,189,25,30,58,0,0,39.13043478,8.333333333,0,34.7826087,0
204,22,267,95,33,47,0,0,45.65217391,0,0,41.30434783,0
173,21,294,67,32,57,0,0,47.82608696,0,0,43.47826087,0
173,20,191,51,25,62,1,0,50,5,0,45.65217391,0
253,11,262,19,30,57,1,0,69.56521739,0,0,65.2173913,0
225,8,112,59,31,70,0,0,76.08695652,136.6666667,0,71.73913043,116.6666667
184,16,223,10,28,48,1,0,58.69565217,0,0,54.34782609,0
131,27,293,84,33,40,0,0,34.7826087,0,0,30.43478261,0
250,33,249,7,31,58,0,0,21.73913043,0,0,17.39130435,0
162,18,100,11,30,57,0,0,54.34782609,156.6666667,0,50,136.6666667
209,34,271,9,25,54,0,0,19.56521739,0,0,15.2173913,0
183,21,248,92,25,40,0,0,47.82608696,0,0,43.47826087,0
161,29,261,78,34,55,0,0,30.43478261,0,0,26.08695652,0
280,16,174,97,30,45,1,0,58.69565217,33.33333333,0,54.34782609,13.33333333
238,20,289,11,30,56,0,0,50,0,0,45.65217391,0
238,17,239,65,32,45,0,0,56.52173913,0,0,52.17391304,0
202,26,174,50,25,55,1,0,36.95652174,33.33333333,0,32.60869565,13.33333333
236,14,148,9,28,69,1,0,63.04347826,76.66666667,0,58.69565217,56.66666667
298,23,114,18,29,54,0,0,43.47826087,133.3333333,0,39.13043478,113.3333333
169,13,230,30,30,41,0,0,65.2173913,0,0,60.86956522,0
275,12,299,61,28,68,0,0,67.39130435,0,0,63.04347826,0
252,31,148,36,27,63,1,0,26.08695652,76.66666667,0,21.73913043,56.66666667
149,19,277,38,31,46,1,0,52.17391304,0,0,47.82608696,0
144,10,223,4,29,59,1,0,71.73913043,0,0,67.39130435,0
229,17,286,30,27,70,0,0,56.52173913,0,0,52.17391304,0
293,24,170,38,25,54,0,0,41.30434783,40,0,36.95652174,20
201,19,167,8,27,42,1,0,52.17391304,45,0,47.82608696,25
153,33,274,21,28,66,0,0,21.73913043,0,0,17.39130435,0
114,17,108,12,25,55,0,26.08695652,56.52173913,143.3333333,8.695652174,52.17391304,123.3333333
239,16,135,35,34,66,0,0,58.69565217,98.33333333,0,54.34782609,78.33333333
201,34,105,90,26,49,0,0,19.56521739,148.3333333,0,15.2173913,128.3333333
219,33,213,72,32,62,0,0,21.73913043,0,0,17.39130435,0
162,33,147,64,27,70,1,0,21.73913043,78.33333333,0,17.39130435,58.33333333
247,35,292,80,34,59,1,0,17.39130435,0,0,13.04347826,0
136,11,214,73,26,54,1,0,69.56521739,0,0,65.2173913,0
293,27,198,94,32,64,0,0,34.7826087,0,0,30.43478261,0
258,11,109,90,33,57,0,0,69.56521739,141.6666667,0,65.2173913,121.6666667
281,22,102,86,34,56,0,0,45.65217391,153.3333333,0,41.30434783,133.3333333
270,29,213,40,31,60,0,0,30.43478261,0,0,26.08695652,0
164,27,280,52,30,69,1,0,34.7826087,0,0,30.43478261,0
227,34,145,59,26,57,1,0,19.56521739,81.66666667,0,15.2173913,61.66666667
181,34,267,39,32,58,1,0,19.56521739,0,0,15.2173913,0
149,29,212,99,34,66,1,0,30.43478261,0,0,26.08695652,0
247,32,127,98,25,68,0,0,23.91304348,111.6666667,0,19.56521739,91.66666667
126,21,244,10,33,66,0,0,47.82608696,0,0,43.47826087,0
146,24,265,34,30,62,0,0,41.30434783,0,0,36.95652174,0
277,26,243,31,32,42,1,0,36.95652174,0,0,32.60869565,0
277,8,183,26,31,65,0,0,76.08695652,18.33333333,0,71.73913043,0
134,34,246,77,26,55,0,0,19.56521739,0,0,15.2173913,0
243,7,123,67,34,54,0,0,78.26086957,118.3333333,0,73.91304348,98.33333333
299,23,132,45,26,61,1,0,43.47826087,103.3333333,0,39.13043478,83.33333333
128,35,115,67,34,69,1,0,17.39130435,131.6666667,0,13.04347826,111.6666667
130,24,189,25,25,65,1,0,41.30434783,8.333333333,0,36.95652174,0
285,26,180,93,31,41,0,0,36.95652174,23.33333333,0,32.60869565,3.333333333
298,24,288,72,26,44,0,0,41.30434783,0,0,36.95652174,0
150,20,119,23,32,70,0,0,50,125,0,45.65217391,105
258,9,132,61,31,44,0,0,73.91304348,103.3333333,0,69.56521739,83.33333333
266,8,231,96,31,66,1,0,76.08695652,0,0,71.73913043,0
217,7,290,94,30,56,0,0,78.26086957,0,0,73.91304348,0
130,31,206,60,30,66,0,0,26.08695652,0,0,21.73913043,0
219,20,169,91,30,66,1,0,50,41.66666667,0,45.65217391,21.66666667
229,23,238,99,31,59,0,0,43.47826087,0,0,39.13043478,0
183,11,251,4,32,55,0,0,69.56521739,0,0,65.2173913,0
141,15,278,84,25,60,0,0,60.86956522,0,0,56.52173913,0
189,26,278,2,25,50,0,0,36.95652174,0,0,32.60869565,0
284,16,161,30,25,42,0,0,58.69565217,55,0,54.34782609,35
217,12,171,13,27,57,0,0,67.39130435,38.33333333,0,63.04347826,18.33333333
124,12,283,98,25,50,0,4.347826087,67.39130435,0,0,63.04347826,0
103,34,276,73,31,61,0,50,19.56521739,0,32.60869565,15.2173913,0
187,14,253,57,26,56,1,0,63.04347826,0,0,58.69565217,0
150,28,219,89,29,57,1,0,32.60869565,0,0,28.26086957,0
187,12,208,93,34,43,0,0,67.39130435,0,0,63.04347826,0
138,20,254,6,28,47,0,0,50,0,0,45.65217391,0
175,8,183,48,34,58,0,0,76.08695652,18.33333333,0,71.73913043,0
276,23,192,20,30,40,1,0,43.47826087,3.333333333,0,39.13043478,0
282,27,115,9,27,58,0,0,34.7826087,131.6666667,0,30.43478261,111.6666667
104,32,168,47,29,53,0,47.82608696,23.91304348,43.33333333,30.43478261,19.56521739,23.33333333
158,32,222,58,34,56,1,0,23.91304348,0,0,19.56521739,0
188,33,159,6,27,61,1,0,21.73913043,58.33333333,0,17.39130435,38.33333333
119,8,100,97,29,50,0,15.2173913,76.08695652,156.6666667,0,71.73913043,136.6666667
191,11,216,74,28,40,0,0,69.56521739,0,0,65.2173913,0
225,13,235,54,31,60,1,0,65.2173913,0,0,60.86956522,0
205,13,161,90,33,61,1,0,65.2173913,55,0,60.86956522,35
178,13,146,63,32,66,0,0,65.2173913,80,0,60.86956522,60
118,28,145,10,34,50,1,17.39130435,32.60869565,81.66666667,0,28.26086957,61.66666667
205,21,127,87,30,59,0,0,47.82608696,111.6666667,0,43.47826087,91.66666667
166,7,281,56,32,41,0,0,78.26086957,0,0,73.91304348,0
264,32,248,68,34,54,1,0,23.91304348,0,0,19.56521739,0
155,18,161,51,31,56,1,0,54.34782609,55,0,50,35
290,18,193,12,30,62,1,0,54.34782609,1.666666667,0,50,0
261,8,220,86,26,47,0,0,76.08695652,0,0,71.73913043,0
281,29,175,56,31,64,0,0,30.43478261,31.66666667,0,26.08695652,11.66666667
228,15,251,75,27,68,1,0,60.86956522,0,0,56.52173913,0
247,9,199,84,27,69,0,0,73.91304348,0,0,69.56521739,0
136,32,178,1,31,45,0,0,23.91304348,26.66666667,0,19.56521739,6.666666667
134,24,198,83,25,67,0,0,41.30434783,0,0,36.95652174,0
113,19,179,28,30,62,0,28.26086957,52.17391304,25,10.86956522,47.82608696,5
229,29,148,74,33,45,0,0,30.43478261,76.66666667,0,26.08695652,56.66666667
262,21,123,43,28,58,1,0,47.82608696,118.3333333,0,43.47826087,98.33333333
155,19,110,64,26,41,1,0,52.17391304,140,0,47.82608696,120
170,23,122,77,31,48,1,0,43.47826087,120,0,39.13043478,100
107,23,161,70,34,48,1,41.30434783,43.47826087,55,23.91304348,39.13043478,35
249,15,290,49,26,60,1,0,60.86956522,0,0,56.52173913,0
265,13,243,11,32,46,1,0,65.2173913,0,0,60.86956522,0
229,15,138,47,26,65,0,0,60.86956522,93.33333333,0,56.52173913,73.33333333
136,22,123,91,32,43,1,0,45.65217391,118.3333333,0,41.30434783,98.33333333
203,29,287,48,28,42,0,0,30.43478261,0,0,26.08695652,0
141,28,251,49,32,62,1,0,32.60869565,0,0,28.26086957,0
157,30,181,23,33,59,1,0,28.26086957,21.66666667,0,23.91304348,1.666666667
123,12,223,37,31,61,0,6.52173913,67.39130435,0,0,63.04347826,0
297,33,236,20,30,59,1,0,21.73913043,0,0,17.39130435,0
300,31,172,11,25,57,0,0,26.08695652,36.66666667,0,21.73913043,16.66666667
223,17,248,62,31,43,0,0,56.52173913,0,0,52.17391304,0
216,18,249,33,33,50,1,0,54.34782609,0,0,50,0
207,18,206,64,26,67,0,0,54.34782609,0,0,50,0
268,31,169,74,31,53,1,0,26.08695652,41.66666667,0,21.73913043,21.66666667
280,18,166,47,26,53,1,0,54.34782609,46.66666667,0,50,26.66666667
202,34,182,8,33,48,1,0,19.56521739,20,0,15.2173913,0
234,30,297,81,30,65,0,0,28.26086957,0,0,23.91304348,0
200,34,186,21,34,45,0,0,19.56521739,13.33333333,0,15.2173913,0
246,12,179,54,29,52,0,0,67.39130435,25,0,63.04347826,5
125,10,162,27,26,69,1,2.173913043,71.73913043,53.33333333,0,67.39130435,33.33333333
137,32,291,28,29,69,0,0,23.91304348,0,0,19.56521739,0
219,23,206,99,26,66,0,0,43.47826087,0,0,39.13043478,0
247,35,121,92,31,61,0,0,17.39130435,121.6666667,0,13.04347826,101.6666667
282,18,284,1,28,53,0,0,54.34782609,0,0,50,0
123,27,162,33,33,45,0,6.52173913,34.7826087,53.33333333,0,30.43478261,33.33333333
231,33,130,34,30,46,0,0,21.73913043,106.6666667,0,17.39130435,86.66666667
286,14,272,35,30,45,1,0,63.04347826,0,0,58.69565217,0
291,20,110,99,33,47,1,0,50,140,0,45.65217391,120
142,29,150,34,33,54,0,0,30.43478261,73.33333333,0,26.08695652,53.33333333
180,20,246,61,31,62,0,0,50,0,0,45.65217391,0
249,21,155,15,30,68,1,0,47.82608696,65,0,43.47826087,45
186,31,154,21,29,50,0,0,26.08695652,66.66666667,0,21.73913043,46.66666667
128,17,234,14,30,70,0,0,56.52173913,0,0,52.17391304,0
121,27,102,71,26,44,0,10.86956522,34.7826087,153.3333333,0,30.43478261,133.3333333
151,31,141,3,30,67,1,0,26.08695652,88.33333333,0,21.73913043,68.33333333
208,26,160,75,26,48,0,0,36.95652174,56.66666667,0,32.60869565,36.66666667
279,18,194,26,26,61,0,0,54.34782609,0,0,50,0
255,20,211,29,31,41,0,0,50,0,0,45.65217391,0
197,11,265,11,31,60,0,0,69.56521739,0,0,65.2173913,0
129,28,171,99,31,40,0,0,32.60869565,38.33333333,0,28.26086957,18.33333333
208,34,197,45,28,51,0,0,19.56521739,0,0,15.2173913,0
133,12,208,3,29,44,1,0,67.39130435,0,0,63.04347826,0
224,7,164,42,31,47,0,0,78.26086957,50,0,73.91304348,30
146,22,212,33,26,40,1,0,45.65217391,0,0,41.30434783,0
222,8,186,72,30,50,1,0,76.08695652,13.33333333,0,71.73913043,0
281,19,101,76,29,65,1,0,52.17391304,155,0,47.82608696,135
158,16,235,26,31,59,0,0,58.69565217,0,0,54.34782609,0
186,33,281,28,32,55,0,0,21.73913043,0,0,17.39130435,0
240,15,219,50,28,59,0,0,60.86956522,0,0,56.52173913,0
221,30,105,52,33,51,1,0,28.26086957,148.3333333,0,23.91304348,128.3333333
174,15,291,33,26,47,1,0,60.86956522,0,0,56.52173913,0
149,29,283,5,34,54,1,0,30.43478261,0,0,26.08695652,0
130,22,129,16,26,49,0,0,45.65217391,108.3333333,0,41.30434783,88.33333333
281,28,111,81,32,53,0,0,32.60869565,138.3333333,0,28.26086957,118.3333333
125,23,192,58,27,55,0,2.173913043,43.47826087,3.333333333,0,39.13043478,0
231,35,253,56,29,51,1,0,17.39130435,0,0,13.04347826,0
153,24,219,40,28,51,1,0,41.30434783,0,0,36.95652174,0
271,19,190,95,32,41,1,0,52.17391304,6.666666667,0,47.82608696,0
205,23,131,23,26,48,0,0,43.47826087,105,0,39.13043478,85
233,19,153,13,30,47,0,0,52.17391304,68.33333333,0,47.82608696,48.33333333
261,22,173,26,31,44,0,0,45.65217391,35,0,41.30434783,15
126,24,300,59,28,65,0,0,41.30434783,0,0,36.95652174,0
198,12,264,63,32,59,1,0,67.39130435,0,0,63.04347826,0
227,16,169,77,30,63,1,0,58.69565217,41.66666667,0,54.34782609,21.66666667
109,31,237,45,32,56,0,36.95652174,26.08695652,0,19.56521739,21.73913043,0
165,11,199,79,31,70,1,0,69.56521739,0,0,65.2173913,0
265,9,117,99,32,56,0,0,73.91304348,128.3333333,0,69.56521739,108.3333333
125,20,101,3,25,66,0,2.173913043,50,155,0,45.65217391,135
169,16,241,78,25,59,0,0,58.69565217,0,0,54.34782609,0
253,33,249,10,27,64,0,0,21.73913043,0,0,17.39130435,0
208,9,169,90,27,48,0,0,73.91304348,41.66666667,0,69.56521739,21.66666667
114,20,120,61,27,42,0,26.08695652,50,123.3333333,8.695652174,45.65217391,103.3333333
277,8,190,16,31,56,1,0,76.08695652,6.666666667,0,71.73913043,0
184,16,187,55,28,51,0,0,58.69565217,11.66666667,0,54.34782609,0
196,18,216,12,25,70,1,0,54.34782609,0,0,50,0
298,25,180,100,34,41,0,0,39.13043478,23.33333333,0,34.7826087,3.333333333
121,11,218,49,34,50,0,10.86956522,69.56521739,0,0,65.2173913,0
280,17,157,30,25,68,1,0,56.52173913,61.66666667,0,52.17391304,41.66666667
269,24,165,37,31,49,0,0,41.30434783,48.33333333,0,36.95652174,28.33333333
139,35,162,98,28,61,1,0,17.39130435,53.33333333,0,13.04347826,33.33333333
183,31,289,43,26,59,0,0,26.08695652,0,0,21.73913043,0
247,26,264,34,29,55,1,0,36.95652174,0,0,32.60869565,0
152,28,281,69,30,64,1,0,32.60869565,0,0,28.26086957,0
